id,n_lines
494716,6
494768,13
494914,10
494920,17
494920,38
494920,11
494949,6
494949,5
494984,26
494984,17
495003,17
495042,16
495162,4
495287,2
495287,8
495306,13
495465,12
495491,18
495560,5
495587,2
495647,11
495666,7
495905,3
496081,9
496081,15
496081,15
496517,4
496533,6
496685,74
496700,8
496700,3
496797,2
496797,2
496929,7
496936,4
497157,8
497374,10
497456,15
497589,7
497634,49
497683,40
497727,8
498006,13
498096,3
498105,12
498105,2
498133,13
498255,5
498359,3
498426,2
498509,22
498509,10
498549,7
498632,18
498636,12
498720,35
498724,4
498724,4
498745,12
498745,14
498782,64
498784,5
498796,21
498796,4
498806,3
498806,22
498826,4
498831,7
498869,11
498871,5
498995,10
499214,62
499405,28
499485,8
499506,36
499506,16
499664,2
499754,36
499797,13
499875,24
499897,16
499961,4
500056,3
500124,6
500124,19
500136,36
500140,2
500165,68
500308,5
500308,5
500347,5
500471,4
500657,14
500737,22
500754,9
500824,17
500826,22
501056,35
501067,15
501131,35
501161,2
501235,11
501236,88
501432,2
501432,10
501513,13
501513,13
501648,11
501772,61
501774,12
501778,8
501779,10
501830,4
501938,31
501978,6
501978,6
502001,2
502097,4
502097,8
502134,82
502141,3
502141,3
502181,7
502189,5
502189,22
502193,8
502371,12
502676,3
503229,11
503425,112
503429,21
503440,15
503442,16
503442,25
503524,22
503531,4
503531,2
503589,5
503680,24
503717,2
503754,4
503761,9
503761,9
503761,8
504015,7
504061,19
504122,2
504122,6
504122,2
504226,23
504370,8
504405,11
504528,26
504528,68
504830,6
504883,6
504972,32
504986,48
505024,7
505039,16
505089,152
505089,17
505366,9
505369,10
505434,23
505489,5
505547,2
505547,2
505547,5
505645,10
505683,4
505761,13
505761,16
505776,15
505997,6
506066,14
506088,9
506168,16
506174,12
506174,3
506254,6
506368,6
506451,4
506477,14
506479,11
506479,29
506518,22
506824,11
506827,8
506943,5
506943,5
507094,17
507146,53
507341,7
507358,14
507411,15
507414,41
507468,5
507506,10
507551,6
507562,16
507568,48
507686,4
507686,5
507689,4
507769,11
507820,18
508062,3
508062,20
508062,39
508093,9
508153,6
508153,6
508153,6
508153,12
508187,22
508270,9
508272,27
508412,11
508442,89
508442,30
508494,10
508605,30
508611,31
508759,12
508780,11
508804,5
508871,8
508881,38
508901,13
508901,9
509045,4
509063,23
509189,29
509223,12
509272,3
509284,2
509299,12
509306,10
509306,29
509450,14
509524,4
509543,16
509594,2
509594,2
509594,6
509594,3
509623,3
509628,3
509684,13
509686,11
509731,2
509805,14
509810,14
509993,3
510014,13
510044,8
510421,11
510439,34
510449,17
510449,17
510449,2
510494,36
510494,24
510502,23
510505,6
510515,10
510682,4
510730,32
510753,37
510756,4
510756,5
510756,7
510846,2
510846,2
510874,8
510927,5
510927,4
510927,16
510960,19
511055,4
511071,25
511079,6
511081,113
511183,11
511195,7
511201,14
511210,6
511218,7
511219,15
511232,3
511363,8
511454,8
511486,28
511486,22
511712,18
511733,8
511733,14
511770,3
511821,3
511821,7
511872,3
511872,3
511874,3
511874,2
511874,3
511893,27
511925,3
511943,9
511943,9
512208,5
512216,8
512239,44
512249,4
512249,4
512249,14
512249,9
512249,10
512349,4
512352,8
512381,31
512384,5
512643,13
512644,10
512664,12
512745,2
512745,10
512796,49
512796,4
512808,10
512808,13
512808,5
512950,7
513067,2
513336,9
513468,24
513485,8
513485,5
513555,2
513673,5
513700,34
513708,9
513708,40
513733,41
513751,32
513751,9
513770,37
513773,14
513905,34
513975,11
514017,39
514102,20
514404,5
514419,3
514419,13
514438,19
514497,11
514534,7
514534,7
514538,4
514538,5
514713,12
514769,9
514769,88
514863,11
514981,27
515072,4
515100,13
515100,7
515425,3
515440,4
515440,15
515440,12
515552,5
515649,7
515704,3
515704,3
515712,20
515918,4
515919,11
515945,13
516023,8
516091,6
516202,17
516229,11
516314,11
516382,12
516435,45
516514,15
516553,2
516560,2
516724,3
516852,23
517134,13
517387,3
517397,17
517535,4
517535,11
517618,3
517657,6
517693,9
517713,15
517749,29
517822,15
517822,6
517867,31
517924,9
517927,19
517927,14
518138,5
518327,5
518540,6
518593,4
518727,45
518778,21
518778,4
518898,6
519090,13
519116,21
519141,13
519167,48
519206,7
519239,44
519332,8
519420,3
519453,4
519608,5
519608,12
519750,11
519841,11
519841,21
519862,3
519980,15
520138,23
520195,2
520195,4
520285,6
520297,17
520629,3
520777,10
520811,14
520934,3
521035,8
521107,11
521111,4
521212,7
521212,23
521212,5
521212,2
521212,10
521375,2
521491,6
521667,9
521691,3
521740,19
521753,19
521772,9
522036,2
522375,6
522390,11
522390,3
522516,2
522680,47
522864,14
522896,3
522896,26
523219,3
523342,3
523638,10
523650,4
523650,6
523650,13
523650,3
523673,10
523675,26
523745,8
523768,37
523905,11
523905,9
524040,7
524048,6
524166,102
524258,2
524498,50
524570,14
524588,37
524660,11
524665,4
524805,8
524871,12
525013,22
525278,7
525332,10
525413,22
525413,45
525420,2
525654,3
525654,4
525680,3
525680,4
525688,86
525715,10
525725,56
525784,26
526024,20
526052,26
526063,2
526091,14
526091,13
526175,3
526186,7
526186,5
526218,9
526247,2
526385,3
526385,5
526400,4
526529,11
526547,19
526687,27
526724,3
526806,7
526813,24
527162,2
527237,13
527414,9
527414,12
527414,6
527417,62
527441,22
527923,13
527923,19
528185,4
528201,7
528236,49
528402,28
528798,10
528817,2
528854,6
528854,6
528854,6
529035,42
529189,22
529191,11
529193,14
529194,31
529207,32
529239,7
529279,9
529279,7
529279,7
529279,7
529279,11
529279,11
529279,17
529279,10
529279,5
529286,52
529360,44
529504,3
529505,2
529521,8
529523,11
529622,2
529627,2
529719,10
529749,6
529753,2
529753,6
529778,22
529778,11
529849,6
529874,2
529927,42
530278,2
530278,6
530393,6
530497,8
530549,8
530582,66
531782,10
531782,3
531919,3
531919,2
532109,25
532187,16
532187,7
532195,14
532216,2
532336,11
532411,5
532430,27
532592,28
532689,23
532698,8
532845,16
532878,29
532926,2
532948,9
533275,20
533288,16
533312,4
533386,13
533386,2
533478,8
533705,11
533713,10
533725,18
533725,5
533750,12
533750,2
533752,12
533833,55
533849,2
533882,32
533882,4
533913,41
533917,30
533935,8
533990,19
534111,32
534214,75
534214,10
534225,10
534242,7
534305,27
534401,12
534410,2
534541,11
534545,16
534547,13
534643,8
534729,10
534751,19
534755,5
535001,119
535001,33
535105,24
535173,5
535352,18
535362,4
535362,7
535432,5
535537,6
535653,35
535705,9
535720,3
535720,10
535723,8
535778,15
536061,55
536097,6
536110,10
536332,14
536341,18
536456,2
536463,8
536486,23
536687,14
536691,7
536691,10
537048,23
537144,32
537227,50
537227,30
537476,18
537616,23
537623,22
537666,35
537743,22
537743,29
538036,13
538066,3
538116,148
538397,7
538488,50
538523,9
538523,170
538642,22
538642,47
538693,12
538717,2
538813,102
538821,8
538829,8
538852,20
538997,7
539252,8
539265,5
539285,40
539434,3
539434,5
539449,8
539543,14
539559,10
539796,2
539966,28
540076,19
540108,2
540201,10
540371,7
540392,64
540641,6
540749,2
540824,7
541004,3
541006,4
541020,32
541037,2
541037,2
541101,15
541169,20
541540,4
541630,15
541791,110
542165,25
542224,8
542405,3
542405,3
542646,6
542796,17
542841,2
542852,28
542967,5
542981,12
542998,108
543017,38
543190,6
543190,7
543192,7
543222,4
543222,12
543321,50
543364,8
543378,3
543378,10
543378,8
543433,92
543493,21
543632,10
543632,6
543643,8
543643,43
543780,2
543968,31
544023,9
544042,3
544068,10
544130,13
544326,2
544366,28
544375,8
544463,2
544473,127
544540,8
544821,4
544967,33
545135,37
545170,3
545255,4
545255,9
545402,6
545428,7
545428,3
545428,3
545501,44
545501,2
545573,10
545633,2
546144,15
546144,20
546430,20
546512,15
546628,20
546637,12
546681,4
546749,7
547038,9
547052,2
547059,6
547226,14
547293,3
547364,2
547378,9
547383,10
547534,12
547534,76
547534,56
547689,7
547689,7
547769,9
547769,7
547769,17
547772,21
547937,2
547989,6
548149,16
548202,14
548214,5
548214,22
548220,9
548305,3
548371,6
548467,27
548560,20
548575,18
548595,8
548955,9
549029,4
549078,51
549192,36
549254,2
549255,35
549349,2
549349,2
549349,4
549367,4
549372,21
549615,28
549853,5
549953,16
550122,28
550219,5
550224,13
550245,211
550325,9
550325,76
550336,3
550416,29
550416,32
550416,21
550452,181
550692,6
550791,4
550791,5
550791,9
550882,4
550882,4
550901,23
550908,13
550946,4
551008,3
551017,7
551092,8
551092,36
551127,17
551164,62
551168,5
551198,32
551325,59
551391,4
551445,8
551445,8
551863,36
551863,54
551912,30
551924,2
551942,9
551967,8
552117,163
552136,3
552225,22
552264,27
552264,22
552268,20
552268,52
552343,7
552356,4
552496,19
552514,16
552551,15
552653,21
552855,20
552945,38
552945,4
553068,13
553400,9
553400,15
553400,10
553440,7
553645,7
553735,48
553742,62
553742,109
553792,8
553805,34
553805,24
553897,20
553935,21
554181,2
554233,18
554280,32
554344,21
554389,55
554644,15
554762,3
554866,7
554984,56
554984,61
555102,42
555102,4
555240,2
555282,20
555282,7
555326,10
555506,2
555535,6
555601,13
555623,3
555635,76
555663,131
556002,17
556143,2
556167,15
556291,39
556360,11
556589,118
556695,7
556858,46
556943,3
556943,2
557001,6
557083,10
557116,10
557138,5
557284,6
557312,20
557343,3
557365,14
557365,16
557412,10
557521,2
557521,5
557556,2
557577,26
557580,7
557592,2
557598,15
557602,4
557662,2
557715,4
557796,66
557843,12
557910,6
558078,21
558087,2
558105,74
558174,2
558174,27
558184,17
558209,31
558209,11
558299,22
558317,28
558317,9
558317,7
558415,7
558484,7
558752,4
558754,4
558764,7
558766,3
558766,5
558894,35
558898,7
558946,15
558946,11
559062,12
559062,27
559062,25
559086,13
559124,7
559124,5
559234,3
559234,54
559349,22
559349,19
559352,36
559406,6
559427,32
559427,20
559761,38
559957,2
560209,18
560284,67
560284,184
560284,10
560345,6
560476,6
560477,17
560535,4
560654,37
560772,3
560815,33
560919,31
560930,73
560951,7
560954,4
561006,5
561049,10
561081,64
561097,15
561280,4
561280,8
561588,8
561632,7
561632,2
561637,4
561682,11
561717,4
561865,17
561979,17
561979,40
561979,81
562205,26
562249,26
562372,14
562412,2
562537,3
562962,11
563035,26
563074,13
563317,3
563472,3
563478,3
563558,2
563588,9
563590,15
563666,43
563666,59
563666,85
563723,5
563764,2
563913,7
563913,2
564114,22
564164,12
564172,7
564398,15
564445,11
564445,5
564488,16
564505,3
564619,44
564671,23
564709,2
564741,10
564902,37
564902,17
565146,16
565189,3
565203,8
565226,4
565376,8
565564,3
565624,11
565641,3
565728,33
565815,2
565886,3
565886,5
565913,87
565930,16
565941,6
566064,5
566064,11
566064,2
566136,19
566213,3
566281,10
566318,18
566436,13
566471,12
566760,7
566849,24
566849,24
566849,13
566876,21
567183,14
567285,4
567306,32
567477,32
567477,30
567478,7
567496,16
567502,9
567502,17
567653,25
568075,12
568449,10
568493,5
568512,11
568512,5
568512,9
568626,27
568629,18
568709,31
568713,6
568800,29
568800,16
568800,3
568805,26
568874,13
568874,23
569117,3
569142,4
569142,3
569153,10
569219,44
569257,28
569397,21
569399,3
569579,49
569618,30
569750,6
569854,16
569854,16
569941,30
569943,2
569944,14
569985,20
570287,3
570287,3
570490,4
570569,121
570579,10
570599,13
570718,2
570814,8
570875,14
570875,5
570875,10
570943,10
570943,21
570943,135
570943,13
571042,14
571101,4
571163,6
571358,2
571377,3
571377,2
571388,4
571448,22
571457,11
571497,4
571606,7
571714,33
571714,35
571714,4
571817,15
571889,9
572026,5
572035,5
572055,2
572254,15
572311,127
572425,5
572441,23
572448,13
572448,44
572755,8
572770,20
572770,9
572770,22
572816,22
572816,13
572923,8
572924,3
572941,11
572941,11
572979,17
573042,10
573070,75
573132,9
573143,20
573143,6
573143,3
573163,12
573249,4
573421,18
573434,14
573513,11
573709,8
573734,15
573734,11
573784,18
573860,68
573860,33
573877,7
573909,30
