id,complexity,line_complexity
59078359,1,0.02
48021855,1,0.038461538461538464
52586020,1,0.04
53516204,1,0.07142857142857142
48391902,1,0.058823529411764705
48391902,1,0.05555555555555555
51661662,1,0.034482758620689655
59594671,1,0.06666666666666667
58825330,2,0.05714285714285714
58651745,1,0.3333333333333333
58651745,1,0.07142857142857142
48360137,1,0.047619047619047616
60155439,1,0.3333333333333333
8078654,1,0.1
49203559,1,0.1
49203559,1,0.014705882352941176
52504751,1,0.045454545454545456
52504751,1,0.043478260869565216
48656665,1,0.058823529411764705
60919596,1,0.05
60919596,1,0.14285714285714285
57720363,1,0.02564102564102564
43322450,1,0.02564102564102564
59948411,1,0.04
54014199,2,0.2
54226980,1,0.041666666666666664
54541839,1,0.3333333333333333
54541839,1,0.3333333333333333
45231191,1,0.03125
45231191,1,0.1
61115042,4,0.125
45157567,1,0.06666666666666667
42065482,1,0.02564102564102564
58804779,1,0.034482758620689655
60043247,1,0.3333333333333333
60043247,1,0.038461538461538464
23158002,1,0.5
45259370,1,0.5
55206664,1,0.024390243902439025
55206664,1,0.125
51215708,1,0.1
56061646,1,0.029411764705882353
50630546,1,0.038461538461538464
54851640,1,0.043478260869565216
47016853,2,0.13333333333333333
45186347,1,0.03125
57021245,1,0.04
33500521,1,0.125
22202491,1,0.2
59484721,1,0.5
59484721,1,0.25
54904538,1,0.14285714285714285
48404028,1,0.07142857142857142
48404028,1,0.08333333333333333
55581556,1,0.08333333333333333
61556611,1,0.25
54523558,2,0.08695652173913043
40519921,1,0.3333333333333333
49608813,1,0.014285714285714285
31664024,1,0.14285714285714285
61992542,2,0.13333333333333333
52823749,1,0.038461538461538464
49357628,1,0.037037037037037035
46887067,1,0.3333333333333333
35922762,1,0.05
44330452,1,0.025
12262769,1,0.03225806451612903
48673994,1,0.5
54273316,1,0.3333333333333333
54273316,1,0.0625
48243933,1,0.037037037037037035
56901680,1,0.09090909090909091
56901680,1,0.06666666666666667
59994463,1,0.0625
46978300,1,0.14285714285714285
44894678,1,0.04
57077301,1,0.25
33201142,1,0.14285714285714285
47047233,1,0.16666666666666666
56416280,1,0.25
47442124,1,0.043478260869565216
61039032,1,0.14285714285714285
61039032,1,0.14285714285714285
61039032,1,0.14285714285714285
54359768,1,0.5
55318204,1,0.125
55318204,1,0.25
55318204,1,0.05
56133366,1,0.1
49646103,1,0.03333333333333333
58794519,1,0.047619047619047616
60611166,2,0.07407407407407407
25026030,1,0.25
25026030,1,0.125
60480256,1,0.14285714285714285
56722248,1,0.05263157894736842
60154058,1,0.14285714285714285
52119332,1,0.06666666666666667
61861313,1,0.09090909090909091
53205937,1,0.07692307692307693
40078479,1,0.25
59851940,1,0.5
59414452,1,0.034482758620689655
61827049,1,0.058823529411764705
60463621,1,0.25
60394914,1,0.043478260869565216
58049150,1,0.07692307692307693
52486636,1,0.06666666666666667
37809128,1,0.07692307692307693
35789150,1,0.05263157894736842
38677942,1,0.14285714285714285
38677942,1,0.16666666666666666
38677942,1,0.08333333333333333
54077592,2,0.15384615384615385
57654598,1,0.030303030303030304
58184285,1,0.03225806451612903
55366631,1,0.3333333333333333
36867298,1,0.2
59369079,1,0.1111111111111111
59369079,1,0.1
60369405,1,0.024390243902439025
60369405,1,0.037037037037037035
6448107,1,0.14285714285714285
46819634,1,0.07692307692307693
60263584,3,0.12
40331392,1,0.0625
53320325,1,0.03333333333333333
60819012,1,0.03333333333333333
57837813,1,0.041666666666666664
57409310,1,0.05263157894736842
36725410,1,0.045454545454545456
52227061,1,0.02857142857142857
37516736,1,0.2
60194596,1,0.14285714285714285
37225960,1,0.125
37225960,1,0.08333333333333333
34541844,1,0.043478260869565216
61788014,1,0.02631578947368421
50716721,2,0.06060606060606061
32474981,1,0.043478260869565216
13465938,1,0.1
37105372,1,0.125
58195496,1,0.14285714285714285
60088522,1,0.06666666666666667
51265904,1,0.1
51265904,1,0.3333333333333333
46665621,2,0.09523809523809523
61760143,1,0.09090909090909091
36819719,1,0.043478260869565216
36230047,1,0.04
16448217,1,0.14285714285714285
36027664,1,0.06666666666666667
29026172,1,0.08333333333333333
29026172,1,0.02040816326530612
60289992,2,0.13333333333333333
48364278,1,0.045454545454545456
48364278,1,0.14285714285714285
48364278,1,0.14285714285714285
54727234,1,0.1111111111111111
54727234,2,0.03636363636363636
18753329,1,0.041666666666666664
54522606,1,0.2
7782383,1,0.1111111111111111
33040310,1,0.05263157894736842
55441428,2,0.14285714285714285
51370443,1,0.3333333333333333
44749516,1,0.03333333333333333
44749516,1,0.041666666666666664
44749516,1,0.1111111111111111
58440901,1,0.1111111111111111
61182753,1,0.06666666666666667
61452855,1,0.03225806451612903
59234698,2,0.0625
24594431,1,0.125
45673979,1,0.5
45673979,1,0.5
45158696,2,0.5
42867332,1,0.030303030303030304
47670183,1,0.2
31539610,1,0.017241379310344827
55532537,2,0.6666666666666666
47715286,1,0.125
56441084,1,0.3333333333333333
53972096,1,0.1111111111111111
53972096,1,0.07692307692307693
53932195,1,0.034482758620689655
54037760,1,0.04
35007212,2,0.044444444444444446
29185092,1,0.08333333333333333
60408393,1,0.017857142857142856
56543389,1,0.5
60568620,1,0.125
60568620,1,0.05
36960627,1,0.14285714285714285
47763330,1,0.02
60572525,1,0.2
54914735,1,0.16666666666666666
54941916,1,0.03125
44053073,1,0.041666666666666664
50353252,1,0.1111111111111111
58049862,1,0.05263157894736842
52530111,1,0.02857142857142857
51195242,1,0.3333333333333333
20733810,1,0.2
59577137,1,0.14285714285714285
49551851,1,0.037037037037037035
61135189,2,0.15384615384615385
61135189,1,0.25
60553575,1,0.05555555555555555
49628103,1,0.1
59253634,1,0.037037037037037035
31262969,1,0.14285714285714285
18669688,1,0.08333333333333333
60987801,2,0.06666666666666667
55215378,2,0.07142857142857142
55215378,1,0.02040816326530612
58942489,1,0.09090909090909091
54463690,4,0.1111111111111111
32867144,1,0.05
52834661,1,0.03125
58076785,3,0.13636363636363635
50071663,1,0.03333333333333333
58582356,1,0.2
44082642,1,0.1111111111111111
44082642,1,0.03333333333333333
44082642,1,0.3333333333333333
61421732,1,0.018518518518518517
57337595,1,0.037037037037037035
57337595,1,0.037037037037037035
57337595,1,0.07692307692307693
57337595,1,0.07142857142857142
57337595,1,0.5
58438859,1,0.017543859649122806
48056989,1,0.045454545454545456
56003736,1,0.0196078431372549
