id,n_lines
29489276,4
58693713,25
49843441,3
54859670,4
40317440,9
59662905,13
58561117,7
58874655,16
47689883,11
58031944,6
61524070,4
61773653,3
54115379,3
53426021,10
58131716,34
49960606,11
53671576,8
44826837,11
62034740,4
45727249,3
19616058,3
26212688,19
42915811,3
53664318,9
52202913,11
58114870,7
58114870,7
52716256,7
52219593,8
57687001,10
53877831,10
52022149,2
57141773,5
44039041,2
59701174,8
34646830,13
53135999,3
53627202,10
46897296,6
46897296,3
44260122,10
45850217,8
37983721,24
51326758,4
51550285,3
59610833,8
55877753,7
57717858,10
41360360,6
57257406,7
52991861,3
57957719,3
55278626,5
44162104,4
44162104,6
19861627,4
46938919,13
46938919,12
39697518,5
48130134,9
48130134,18
59122282,23
44093963,7
44093963,3
53696736,14
35701404,5
44082346,14
59319432,2
59319432,3
55607643,6
31370822,9
61148906,2
57226172,2
45836443,5
34966627,4
59064641,9
59501545,24
51374675,12
57184643,9
58613624,5
60168858,18
50681021,6
52038945,6
52756217,3
55700734,17
46014816,8
52798660,4
42782450,24
36108388,7
54089436,7
40994209,7
48837682,10
58180552,8
53689843,4
33709464,15
56265033,5
37948032,3
37948032,3
37948032,3
60219506,6
57505380,13
59828191,22
47994110,3
46994179,27
59893742,4
12523627,10
49487354,2
44845102,9
37701185,8
50459831,58
58853259,5
46715657,7
51967453,3
3270254,5
55469073,6
52415792,7
58704734,25
44634858,2
38855450,6
47667014,3
47667014,3
56821917,3
46421644,11
46421644,14
29063736,19
53525027,11
29075755,43
52791890,4
46984174,3
61318883,8
58525319,13
58525319,11
48043194,13
58371665,9
59472112,7
49743552,13
49743552,4
60077010,8
53290545,11
60609902,27
59892755,4
17336003,3
60011574,23
51310175,5
38015501,8
38015501,8
13865567,6
36143597,3
22361898,15
53974193,9
53974193,4
44756372,5
13729047,4
31671696,18
57671774,3
57671774,3
57671774,12
57671774,11
57320757,15
47967864,25
47664272,26
36119364,3
46761986,10
36359961,6
55803350,3
55415079,5
5844599,2
46649547,6
56957457,5
59215602,5
49743502,10
36150989,21
36150989,18
36150989,21
48119281,10
58263775,5
53078634,4
47976419,9
47976419,6
47976419,24
59517133,18
48625037,6
48625037,2
48625037,2
38046932,13
52976973,8
56075660,5
16919067,11
49213130,2
49557088,24
50430626,3
51561064,6
51561064,7
59709618,4
49505498,21
52847465,15
60457207,12
53060671,5
51649991,6
58882344,3
55358453,8
