58805139,0
57705391,3
48466506,0
46298944,1
60129495,0
59152712,1
59152712,1
56450704,0
56450704,0
53553503,0
58493510,0
51106051,0
44327756,1
58565440,3
58565440,1
58565440,1
50887454,1
60737620,1
53048099,1
45205053,0
57853755,0
47736648,8
58608623,0
56541305,0
60173100,2
60756062,7
57940334,0
57940334,0
59069653,0
47404389,2
57876209,0
49661729,9
46164310,0
56424702,0
60563992,4
56579244,2
36820074,0
45554526,6
43023289,0
43023289,0
43023289,0
52624055,0
52624055,0
52202913,9
45836443,0
56821917,0
52712303,0
57993768,0
52190576,11
53983065,1
29595867,1
50217217,0
50217217,0
50217217,0
50217217,0
52123045,1
42747125,0
44370866,2
59530471,0
60737639,1
45977825,18
55645380,0
59415057,0
42747555,0
54808039,0
61292944,0
47624138,0
59365643,0
35752159,0
35752159,0
35752159,0
35752159,1
47897441,2
61445607,0
44239059,0
54990153,0
44228814,0
60542835,0
52923730,19
60096392,1
60096392,0
57536426,2
48809317,4
47885028,0
56955623,6
61314804,0
48382378,0
57442721,0
48112934,0
48321335,9
56208508,0
47550544,1
44950690,0
47894652,6
44176898,0
60575535,0
51033635,1
60845849,0
50119399,0
50119399,1
39528104,0
48816096,2
44141581,0
52397516,5
52397516,0
35282754,1
56793105,0
36072355,1
55039518,0
51039390,0
56498520,1
36099282,4
50337152,0
49898855,0
46149103,1
54153989,0
55794003,0
55922315,1
54119429,0
54713769,0
38445684,0
61184748,0
50479954,2
59056948,0
57503220,0
57503220,0
60067274,0
59728385,1
55089317,0
41283570,2
41283570,2
41283570,2
41283570,4
58532269,6
35910807,0
54325306,1
52646067,0
44316114,0
55549688,3
59267375,0
49199926,0
20321716,0
50812852,2
56575966,0
51714125,5
54178995,0
46048482,11
57921406,5
47234904,1
44209256,1
32925416,0
45980336,0
50468917,2
41863640,9
61994954,2
50086844,0
59773995,0
46583304,0
60575306,1
48435433,6
44615355,0
45980338,1
55037435,8
55198614,0
61659846,0
52572155,0
53975147,0
50136458,0
54373139,6
53064056,8
60811731,0
52079416,0
60055011,0
58120026,0
49238023,3
61863061,1
61863061,1
48722690,9
61998466,0
58406165,4
58950722,0
47321976,4
47842308,0
60710358,0
33689543,0
49056684,1
44824295,0
54298614,1
57519111,0
57113219,0
43826483,0
56022023,0
56022023,0
57906878,0
57991127,4
55773916,0
